DISTRICT,MANDAL,LOCATION NAME,LATITUDE,LONGITUDE,TYPE OF CAMERA,Type Of Analytics
GUNTUR,DURGI,"BUS STAND CENTRE, ADIGOPPALA",16.4371659,79.618713,FIXED,Fixed - General Surveillance
GUNTUR,DURGI,"NIDANAPADU CRO ROAD, ADIGOPPALA",16.4360569,79.6047168,ANPR,ANPR - Free Flow
GUNTUR,EDLAPADU,"THIMMAPURAM VILLAGE, NADENDLA TO TIMMAPURAM VILLAGE X ROAD",16.1901867,80.2607767,PTZ,PTZ - General Surveillance
GUNTUR,EDLAPADU,THIMMAPURAM X ROAD,16.14913,80.203335,ANPR,ANPR - Free Flow
GUNTUR,EDLAPADU,THIMMAPURAM X ROAD,16.1491433,80.2033167,ANPR,ANPR - Free Flow
GUNTUR,EDLAPADU,"EDLAPADU VILLAGE, NEAR EDLAPADU P.S",16.16999,80.2249567,PTZ,PTZ - General Surveillance
GUNTUR,EDLAPADU,BOYAPALEM TO PHIRANGIPURAM ROAD,16.19061,80.2606233,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,MINISTER HOUSE PREMISES,16.0934533,80.1635683,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,GURAZALA,"BRAHMANIDU STATUE, GURAZALA",16.5580386,79.6370824,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,GURAZALA,"OPPOSITE SBH, GURAZALA",16.5552069,79.6375103,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,CHILAKALURIPET URBAN,C.R. COLONY 1ST LANE,16.09555,80.170785,ANPR,ANPR - Free Flow
GUNTUR,GURAZALA,"OPPOSITE GOVT. JUNIOR COLLEGE, GURAZALA",16.5565837,79.6373108,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,CHILAKALURIPET URBAN,RTC BUS STAND OUT GATE,16.09878,80.1677517,ANPR,ANPR - Free Flow
GUNTUR,GURAZALA,"GANDHIBOMMA CERNTRE, GURAZALA",16.5556785,79.6343188,FIXED,Fixed - General Surveillance
GUNTUR,GURAZALA,"LAKSHMI TALKIES CERNTRE, GURAZALA",16.5539775,79.6376347,FIXED,Fixed - General Surveillance
GUNTUR,GURAZALA,"OPPOSITE SBI, GURAZALA",16.5574529,79.6348748,FIXED,Fixed - General Surveillance
GUNTUR,GURAZALA,"BUS STAND CENTRE, GURAZALA",16.5586836,79.6386678,FIXED,Fixed - General Surveillance
GUNTUR,GURAZALA,"PULIPADU CRO ROAD, GURAZALA",16.5594528,79.6468918,FIXED,Fixed - General Surveillance
GUNTUR,GURAZALA,"PULIPADU CRO ROAD, GURAZALA",16.5594632,79.6468873,ANPR,ANPR - Free Flow
GUNTUR,GURAZALA,"NEAR RAILWAY GATE, GURAZALA",16.5486631,79.6382762,ANPR,ANPR - Free Flow
GUNTUR,GURAZALA,"NEAR MILK BOOTH, GURAZALA",16.5567802,79.6216034,ANPR,ANPR - Free Flow
GUNTUR,IPURU,KOTCHERLA MAINCENTER,16.473469,81.2146203,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,IPURU,KOTCHERLA,16.1486642,79.7591783,FIXED,Fixed - General Surveillance
GUNTUR,IPURU,OPP: IPURU POLICE STATION,16.216978,79.7789838,FIXED,Fixed - General Surveillance
GUNTUR,IPURU,IPUR MAIN CENTER,16.2387771,79.7430802,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,IPURU,IPUR HP PETROL BUNK OPPOSITE,16.224564,79.7766937,FIXED,Fixed - General Surveillance
GUNTUR,KAKUMANU,AT SIVALAYAM CENTER KAKUMANU,16.056695,80.3983717,PTZ,PTZ - General Surveillance
GUNTUR,DACHEPALLI,"NEAR VIJAYALAKSHMI WEIGH BRIDGE, DACHEPALLI",16.5871605,79.754122,ANPR,ANPR - Free Flow
GUNTUR,KAKUMANU,AT BUSTAND CENTER KAKUMANU,16.0548733,80.398185,PTZ,PTZ - General Surveillance
GUNTUR,DACHEPALLI,"NEAR VIJAYALAKSHMI WEIGH BRIDGE, DACHEPALLI",16.5871351,79.7541333,ANPR,ANPR - Free Flow
GUNTUR,KAKUMANU,AT S.B.I BANK CENTER KAKUMANU,16.0530667,80.398065,PTZ,PTZ - General Surveillance
GUNTUR,KAKUMANU,AT CHURCH CENTER (SC.COLONY) KAKUMANU,16.05271,80.4006267,PTZ,PTZ - General Surveillance
GUNTUR,KAREMPUDI,"BUTAND CENTRE, KAREMPUDI",16.4286497,79.7268079,PTZ,PTZ - General Surveillance
GUNTUR,KAREMPUDI,"MAIN CENTRE, KAREMPUDI",16.4280551,79.7237983,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,KAREMPUDI,"CHECKPOST CENTRE, KAREMPUDI",16.4275334,79.7217601,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,DACHEPALLI,"PONDUGALA CHECKPOST, PONDUGALA",16.6784937,79.6645921,ANPR,ANPR - Free Flow
GUNTUR,KAREMPUDI,"BUS STAND CERNTRE, NARAMALAPADU",16.4418024,79.6454759,ANPR,ANPR - Free Flow
GUNTUR,DACHEPALLI,"PONDUGALA CHECKPOST, PONDUGALA",16.6785035,79.6645965,ANPR,ANPR - Free Flow
GUNTUR,KAREMPUDI,OPPICHERLA Y JUNCTION,16.4461602,79.6906893,FIXED,Fixed - General Surveillance
GUNTUR,DUGGIRALA,KANTAMRAJU KONDURU,16.3483149,80.6022003,ANPR,ANPR - Free Flow
GUNTUR,KAREMPUDI,PETASANNEGANDLA CRO ROAD,16.4330817,79.7466107,ANPR,ANPR - Free Flow
GUNTUR,KARLAPALEM,KARLAPALEM CENTRE,15.9457134,80.5490266,ANPR,ANPR - Free Flow
GUNTUR,KARLAPALEM,YAZALI CENTRE,15.9676002,80.5730728,FIXED,Fixed - General Surveillance
GUNTUR,KOLLIPARA,ATHOTA CENTRE,16.2901191,80.6795489,FIXED,Fixed - General Surveillance
GUNTUR,KOLLIPARA,DAVULURU CRO ROAD,16.2720639,80.7455779,FIXED,Fixed - General Surveillance
GUNTUR,DUGGIRALA,FIVE LAMP CENTRE,16.406503,80.622143,ANPR,ANPR - Free Flow
GUNTUR,KOLLIPARA,VALLABHAPURAM CENTRE,16.352383,80.7219408,FIXED,Fixed - General Surveillance
GUNTUR,KOLLURU,"BUS STAND CENTRE, KOLLURU",16.1826374,80.7968939,ANPR,ANPR - Free Flow
GUNTUR,KOLLURU,"BUS STAND CENTRE, KOLLURU",16.1826219,80.7968858,ANPR,ANPR - Free Flow
GUNTUR,DURGI,"NIDANAPADU CRO ROAD, ADIGOPPALA",16.4360376,79.6047361,ANPR,ANPR - Free Flow
GUNTUR,KOLLURU,KRISHNARAO HOSPITAL TURNING,16.182729,80.7955629,FIXED,Fixed - General Surveillance
GUNTUR,KOLLURU,GOLD & CLOTHS SHOPS,16.1828431,80.7980479,FIXED,Fixed - General Surveillance
GUNTUR,EDLAPADU,THIMMAPURAM X ROAD,16.1490767,80.2033233,ANPR,ANPR - Free Flow
GUNTUR,KOLLURU,LOCK CENTRE,16.1879319,80.7987289,FIXED,Fixed - General Surveillance
GUNTUR,EDLAPADU,THIMMAPURAM X ROAD,16.1491583,80.2033583,ANPR,ANPR - Free Flow
GUNTUR,KROSURU,"AMARAVATHI BUS STOP CENTRE, KROSURU",16.5422917,80.1387383,PTZ,PTZ - General Surveillance
GUNTUR,KROSURU,"FOUR ROADS CENTER, KROSURU",16.5472783,80.13656,PTZ,PTZ - General Surveillance
GUNTUR,KROSURU,DODLERU VILLAGE CENTRE,16.548281,80.0641186,FIXED,Fixed - General Surveillance
GUNTUR,GURAZALA,"BRAHMANIDU STATUE, GURAZALA",16.5580344,79.6371208,FIXED,Fixed - General Surveillance
GUNTUR,KROSURU,"PETROL BUNK CENTRE, BAYYAVARAM",16.5519505,80.2108078,FIXED,Fixed - General Surveillance
GUNTUR,MACHERLA,"LORRY STAND, MACHERLA",16.4753083,79.4393078,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,MACHERLA,"ARCH POINT, MACHERLA TOWN",16.4761784,79.4364795,PTZ,PTZ - General Surveillance
GUNTUR,MACHERLA,"PARK CENTER, MACHERLA",16.4758989,79.4367599,ANALYTICS,Analytics - Wrong Direction
GUNTUR,MACHERLA,"RING ROAD CENTER, MACHERLA",16.4684961,79.4314487,PTZ,PTZ - General Surveillance
GUNTUR,MACHERLA,"NEAR INDANE GAS GODOWN, MACHERLA",16.461506,79.4257332,ANPR,ANPR - Free Flow
GUNTUR,MACHERLA,"RAYAVARM JUNCTION,MACHERLA",16.4686165,79.4699765,FIXED,Fixed - General Surveillance
GUNTUR,MACHERLA,"RAYAVARM JUNCTION,MACHERLA",16.4686105,79.470074,ANPR,ANPR - Free Flow
GUNTUR,GURAZALA,"PULIPADU CRO ROAD, GURAZALA",16.5594328,79.6468742,ANPR,ANPR - Free Flow
GUNTUR,MACHERLA,"RAILWAY STATION PORTICO, MACHERLA",16.4707913,79.4381979,ANPR,ANPR - Free Flow
GUNTUR,GURAZALA,"NEAR RAILWAY GATE, GURAZALA",16.54869,79.6382675,ANPR,ANPR - Free Flow
GUNTUR,MACHERLA,"SRI LAKSHMI CHENNAKESAVA SWAMI TEMPLE, MACHERLA",16.4801562,79.4332476,ANPR,ANPR - Free Flow
GUNTUR,GURAZALA,"NEAR MILK BOOTH, GURAZALA",16.5567697,79.6215875,ANPR,ANPR - Free Flow
GUNTUR,MACHERLA,"SRI LAKSHMI CHENNAKESAVA SWAMI TEMPLE, MACHERLA",16.4802059,79.4332096,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,MACHERLA,"KOTHAPALLI JUNCTION,MACHERLA",16.48089,79.4139814,ANPR,ANPR - Free Flow
GUNTUR,MACHERLA,"KOTHAPALLI JUNCTION,MACHERLA",16.4809045,79.4139813,FIXED,Fixed - General Surveillance
GUNTUR,MACHEVERAM,PILLUTLA BUS STOP CENTRE,16.5379853,79.9050292,PTZ,PTZ - General Surveillance
GUNTUR,IPURU,IPUR VILLAGE,16.2287252,79.7764755,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,MACHEVERAM,BUS STOP CENTER MACHEVERAM,16.5699712,79.8650346,FIXED,Fixed - General Surveillance
GUNTUR,MUPPALLA,"OPPOSITE TO SAFE PHARMA COMPANY, GOLLAPADU",16.2961503,80.077431,ANPR,ANPR - Free Flow
GUNTUR,MUPPALLA,"BUS STOP CENTER, GOLLAPADU",16.3044863,80.081664,PTZ,PTZ - General Surveillance
GUNTUR,MUPPALLA,"BUS STOP CENTER, MUPPALLA",16.3204981,80.0919033,PTZ,PTZ - General Surveillance
GUNTUR,MUPPALLA,"BUS STOP CENTER, IRUKUPALEM",16.3762972,80.1322085,PTZ,PTZ - General Surveillance
GUNTUR,N.SAGAR,"KRISHANAVENI GHAT, N. SAGAR",16.5618751,79.3052698,FIXED,Fixed - General Surveillance
GUNTUR,N.SAGAR,"AMBETKAR CENTRE, V.P SOUTH",16.5621063,79.3112312,PTZ,PTZ - General Surveillance
GUNTUR,KAREMPUDI,"MAIN CENTRE, KAREMPUDI",16.4280325,79.7237939,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,N.SAGAR,"AMBEDKAR STATUE, N.SAGAR",16.5440207,79.5160619,ANPR,ANPR - Free Flow
GUNTUR,KAREMPUDI,"CHECKPOST CENTRE, KAREMPUDI",16.4275326,79.7217279,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,N.SAGAR,"LAUNCH STATION, N.SAGAR",16.56439,79.30927,ANPR,ANPR - Free Flow
GUNTUR,KAREMPUDI,"BUS STAND CERNTRE, NARAMALAPADU",16.441805,79.645497,ANPR,ANPR - Free Flow
GUNTUR,N.SAGAR,"SAGARMATHA TEMPLE ROAD, N.SAGAR",16.3582061,79.4018132,FIXED,Fixed - General Surveillance
GUNTUR,KAREMPUDI,"Y JUNCTION, KAREMPUDI",16.4489,79.69019,FIXED,Fixed - General Surveillance
GUNTUR,N.SAGAR,"T ROAD JUNCTION ,N.SAGAR",16.56743,79.3334146,ANPR,ANPR - Free Flow
GUNTUR,KAREMPUDI,PETASANNEGANDLA CRO ROAD,16.4331001,79.7466137,ANPR,ANPR - Free Flow
GUNTUR,N.SAGAR,"T ROAD JUNCTION ,N.SAGAR",16.5674249,79.3334224,ANPR,ANPR - Free Flow
GUNTUR,KARLAPALEM,KARLAPALEM CENTRE,15.9457455,80.5490465,ANPR,ANPR - Free Flow
GUNTUR,KARLAPALEM,KARLAPALEM CENTRE,15.9456618,80.5490882,ANPR,ANPR - Free Flow
GUNTUR,N.SAGAR,"SOCIAL WELFARE GIRLS COMPUS, N.SAGAR",16.5440203,79.5160829,ANPR,ANPR - Free Flow
GUNTUR,NADENDLA,GANAPAVARAM VILLAGE MAIN CENTER,16.119875,80.1781883,ANPR,ANPR - Free Flow
GUNTUR,NADENDLA,GANAPAVARAM VILLAGE MAIN CENTER,16.1198633,80.1781667,ANPR,ANPR - Free Flow
GUNTUR,NADENDLA,GANAPAVARAM CINIMA HALL CENTER,16.12637,80.18146,PTZ,PTZ - General Surveillance
GUNTUR,NAGARAM,DHULIPUDI CENTRE,16.0356669,80.767007,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,NAGARAM,SAJJAVARI PALEM CENTRE,16.0043175,80.7937067,FIXED,Fixed - General Surveillance
GUNTUR,KOLLURU,"BUS STAND CENTRE, KOLLURU",16.1826456,80.7968898,FIXED,Fixed - General Surveillance
GUNTUR,NAGARAM,NAGARAM CENTRE,16.0048112,80.7245838,FIXED,Fixed - General Surveillance
GUNTUR,NARASARAOPET TOWN,INSIDE MAIN BUS STAND NRT,16.2276061,80.0502754,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,NARASARAOPET TOWN,INSIDE MAIN BUS STAND NRT,16.2275379,80.0502134,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,NARASARAOPET TOWN,"RIKSHAW CENTRE, PRAKASH NAGAR",16.2288752,80.0458348,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.2360128,80.0540657,RLVD,RLVD
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.2360343,80.0540418,RLVD,RLVD
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.235962,80.0540224,RLVD,RLVD
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.2359114,80.0540539,RLVD,RLVD
GUNTUR,NARASARAOPET TOWN,CLOCKTOWER,16.2359533,80.049775,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,CLOCKTOWER,16.2358899,80.0497625,ANPR,ANPR - Free Flow
GUNTUR,MACHERLA,"PARK CENTER, MACHERLA",16.4759308,79.4367554,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,NARASARAOPET TOWN,"BUS STATION, PALANADU ROAD",16.2377636,80.0436873,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,MACHERLA,"RING ROAD CENTER, MACHERLA",16.4684936,79.4314381,FIXED,Fixed - General Surveillance
GUNTUR,NARASARAOPET TOWN,CHEEK POST CENTRE NRT,16.2385494,80.0421515,ANPR,ANPR - Free Flow
GUNTUR,MACHERLA,"NEAR INDANE GAS GODOWN, MACHERLA",16.4614932,79.4257188,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,INDIRA GANDHI STATUE,16.2431483,80.0467333,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,N AND PNC COLLEGE CENTER,16.2390279,80.040153,FIXED,Fixed - General Surveillance
GUNTUR,MACHERLA,"RAYAVARM JUNCTION,MACHERLA",16.4685331,79.4700643,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,MARKET CENTRE,16.2335696,80.0534957,FIXED,Fixed - General Surveillance
GUNTUR,MACHERLA,"RAILWAY STATION PORTICO, MACHERLA",16.4708021,79.4382138,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,BM CENTRE,16.2355711,80.0552043,ANPR,ANPR - Free Flow
GUNTUR,MACHERLA,"SRI LAKSHMI CHENNAKESAVA SWAMI TEMPLE, MACHERLA",16.4801893,79.4332322,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,LORD SIVA CENTRE,16.2364466,80.0514873,PTZ,PTZ - General Surveillance
GUNTUR,MACHERLA,"KELAM SRINIVASARAO HOUSEING STREET, MACHERLA",16.4733566,79.4366485,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,NARASARAOPET TOWN,WATER TANK CENTRE GNT ROAD,16.2372623,80.0582269,ANPR,ANPR - Free Flow
GUNTUR,MACHERLA,"KOTHAPALLI JUNCTION,MACHERLA",16.4809373,79.4140932,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,KOTA CENTRE,16.2381128,80.0546259,PTZ,PTZ - General Surveillance
GUNTUR,MACHERLA,"KELAM SRINIVASARAO HOUSEING STREET, MACHERLA",16.4733509,79.4366726,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,NARASARAOPET TOWN,VINAYAKA TEMPLE SAP ROAD,16.242699,80.0552322,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,NARASARAOPET TOWN,KODELA STADIUM,16.2471726,80.0563434,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,NARASARAOPET TOWN,AYYAPASWAMY TEMPLE SAP ROAD,16.2533656,80.0580196,ANPR,ANPR - Free Flow
GUNTUR,MUPPALLA,"OPPOSITE TO SAFE PHARMA COMPANY, GOLLAPADU",16.2961266,80.0773871,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,CHITRALAYA CENTER,16.2326854,80.0539099,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,NARASARAOPET TOWN,CHITRALAYA CENTER,16.2328482,80.0532051,FIXED,Fixed - General Surveillance
GUNTUR,NARASARAOPET TOWN,SDPO NRT OFFICE,16.2324716,80.047896,FIXED,Fixed - General Surveillance
GUNTUR,NARASARAOPET TOWN,60 FEETS ROAD,16.2248726,80.049695,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,NARASARAOPET TOWN,"BUS STAND, NARASARAOPET",16.2275451,80.0510475,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,SATESH ROAD,16.2281203,80.0485844,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,N.SAGAR,"AMBEDKAR STATUE, N.SAGAR",16.58169,79.32181,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,NEAR PAVULURI SUBBA RAO SCHOOL NRT,16.2306533,80.0393445,ANPR,ANPR - Free Flow
GUNTUR,N.SAGAR,"DAM ENTRANCE, N.SAGAR",16.57231,79.31718,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,1ST RAILWAY GATE,16.2320636,80.0428885,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,1ST RAILWAY GATE,16.2318517,80.0429083,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,MORE CENTRE,16.2347333,80.0467567,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,MORE CENTRE,16.2345984,80.0469345,ANPR,ANPR - Free Flow
GUNTUR,N.SAGAR,"RIGHT CANAL POWER HOUSE, N.SAGAR",16.56464,79.30879,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,MUNICIPAL OFFICE,16.2354294,80.0492731,PTZ,PTZ - General Surveillance
GUNTUR,NADENDLA,GANAPAVARAM VILLAGE MAIN CENTER,16.1199283,80.1780967,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,GOVT. HOSPITAL IN GATE,16.2360281,80.0484366,FIXED,Fixed - General Surveillance
GUNTUR,NADENDLA,GANAPAVARAM VILLAGE MAIN CENTER,16.1198617,80.1782883,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,GOVT. HOSPITAL OUT GATE,16.23598,80.0485467,FIXED,Fixed - General Surveillance
GUNTUR,NARASARAOPET TOWN,N COLLEGE BACK SIDE NEAR HOSTEL,16.2363213,80.0388817,FIXED,Fixed - General Surveillance
GUNTUR,NARASARAOPET TOWN,"PALANADU ROAD T JUNCTION, NRT (CHECKPOST CENTER)",16.23758,80.0447517,PTZ,PTZ - General Surveillance
GUNTUR,NARASAROAPET RURAL KOTAPPA KONDA,"GHAT ROAD ARCH, K.KONDA",16.1462437,80.0358011,FIXED,Fixed - General Surveillance
GUNTUR,NARASAROAPET RURAL KOTAPPA KONDA,"MIDDLE OF THE STEPS, K.KONDA",16.142831,80.0387295,FIXED,Fixed - General Surveillance
GUNTUR,NARASAROAPET RURAL KOTAPPA KONDA,"VINAYAKA OLD ARCH ENTRANCE, K.KONDA",16.1454381,80.0338631,FIXED,Fixed - General Surveillance
GUNTUR,NARASAROAPET RURAL KOTAPPA KONDA,SRKT JUNCTION,16.2264279,80.066483,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.2360643,80.0540424,PTZ,PTZ - General Surveillance
GUNTUR,NARASAROAPET RURAL KOTAPPA KONDA,"TWO WHEELAR PARKING, K.KONDA",16.1461885,80.0354066,FIXED,Fixed - General Surveillance
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.2360687,80.0540503,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.2361744,80.0540512,ANPR,ANPR - Free Flow
GUNTUR,NARASAROAPET RURAL KOTAPPA KONDA,"4 ROAD JUCTION, KOTAPPAKONDA",16.1420179,80.0390249,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.2359528,80.0539074,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.236016,80.0538728,ANPR,ANPR - Free Flow
GUNTUR,NARASAROAPET RURAL KOTAPPA KONDA,STEPS WAY ENTRANCE OF KOTAPPAKONDA NEAR VINAYAKA TEMPLE,16.1458133,80.0342158,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.2358404,80.0540483,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.2358591,80.0540432,ANPR,ANPR - Free Flow
GUNTUR,NEKARIKALLU,CHALLA GUNDLA ADDA ROAD,16.3381901,79.9489047,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.235971,80.0542003,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,MALLAMMA CENTRE,16.2359287,80.0542094,ANPR,ANPR - Free Flow
GUNTUR,NEKARIKALLU,CHALLA GUNDLA ADDA ROAD,16.3382971,79.9490541,PTZ,PTZ - General Surveillance
GUNTUR,NEKARIKALLU,CHALLA GUNDLA ADDA ROAD,16.3381745,79.9490213,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,CLOCKTOWER,16.2359717,80.0498117,ANPR,ANPR - Free Flow
GUNTUR,NEKARIKALLU,"KARAMPUDI ROAD, NEKARIKALLU",16.3756018,79.9414562,PTZ,PTZ - General Surveillance
GUNTUR,NEKARIKALLU,NEKARIKALL BUS STOP CENTER,16.3762615,79.9423329,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,CHEEK POST CENTRE NRT,16.2384617,80.042135,ANPR,ANPR - Free Flow
GUNTUR,NIZAMPATNAM,"NIZAMPATNAM, BUS STOP CENTRE",15.9015025,80.6637144,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,NARASARAOPET TOWN,INDIRA GANDHI STATUE,16.2388406,80.0471752,ANPR,ANPR - Free Flow
GUNTUR,NIZAMPATNAM,"NIZAMPATNAM, HARBOUR CRO ROAD",15.9067436,80.6551513,FIXED,Fixed - General Surveillance
GUNTUR,NIZAMPATNAM,"NIZAMPATNAM, MAIN BAZAR",15.903633,80.6682946,FIXED,Fixed - General Surveillance
GUNTUR,PADAKURAPADU,RAILWAY GATE CRO ROAD,16.4589256,80.2569465,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,BM CENTRE,16.2356519,80.0550764,ANPR,ANPR - Free Flow
GUNTUR,PADAKURAPADU,PEDAKURAPADU BUS STAND,16.4675045,80.2583655,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,LORD SIVA CENTRE,16.2364727,80.0515549,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,PADAKURAPADU,"GUNTUR ROAD ENTRANCE, PEDAKURAPADU",16.4679993,80.258529,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,WATER TANK CENTRE GNT ROAD,16.2372312,80.0582896,ANPR,ANPR - Free Flow
GUNTUR,PADAKURAPADU,LINGAMGUNTLA JUNCTION,16.4421222,80.2793943,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,KOTA CENTRE,16.2381816,80.0546238,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,KOTA CENTRE,16.2382166,80.0545684,ANPR,ANPR - Free Flow
GUNTUR,PADAKURAPADU,"PRIYA HOTEL CENTER, PEDAKURAPADU",16.4690531,80.2589829,PTZ,PTZ - General Surveillance
GUNTUR,PADAKURAPADU,GERAPADU VILLAGE CENTER,16.5081461,80.2101079,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,PADAKURAPADU,PARASA JUNCTION,16.5160569,80.3025886,ANPR,ANPR - Free Flow
GUNTUR,NARASARAOPET TOWN,AYYAPASWAMY TEMPLE SAP ROAD,16.2534186,80.0578698,ANPR,ANPR - Free Flow
GUNTUR,PADAKURAPADU,PARASA JUNCTION,16.5159709,80.3025825,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,NARASARAOPET TOWN,CHITRALAYA CENTER,16.2327384,80.0537073,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,PADAKURAPADU,LAGADAPADU VILLAGE CENTER,16.5542853,80.1723357,FIXED,Fixed - General Surveillance
GUNTUR,PADAKURAPADU,MRO OFFICE,16.4702493,80.2530955,FIXED,Fixed - General Surveillance
GUNTUR,PADAKURAPADU,RAILWAY STATION,16.45952,80.2542438,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,PADAKURAPADU,75- TALLURU ROAD,16.5103853,80.2853599,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,PADAKURAPADU,PODAPADU JUNCTION,16.4383957,80.2931317,FIXED,Fixed - General Surveillance
GUNTUR,PHIRANGIPURAM,SOLASA BUS STAND CENTRE,16.2914361,80.2636888,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,NEAR PAVULURI SUBBA RAO SCHOOL NRT,16.2306354,80.0394023,ANPR,ANPR - Free Flow
GUNTUR,PHIRANGIPURAM,SATTENAPALLE BUS STAND CENTRE,16.2915712,80.26227,PTZ,PTZ - General Surveillance
GUNTUR,PHIRANGIPURAM,SATTENAPALLE BUS STAND CENTRE,16.2915835,80.262021,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,1ST RAILWAY GATE,16.2317331,80.0429121,ANPR,ANPR - Free Flow
GUNTUR,PIDUGURALLA,OVER BRIDGE ENTRANCE,16.4747689,79.9026828,PTZ,PTZ - General Surveillance
GUNTUR,PIDUGURALLA,OPP. HP PETROL BUNK & COURT,16.4787362,79.8961256,PTZ,PTZ - General Surveillance
GUNTUR,NARASARAOPET TOWN,MORE CENTRE,16.2347367,80.0468083,ANPR,ANPR - Free Flow
GUNTUR,PIDUGURALLA,OPP: PERI REDDY PETROL BUNK,16.4786952,79.8960342,ANPR,ANPR - Free Flow
