DISTRICT,MANDAL,LOCATION NAME,LATITUDE,LONGITUDE,TYPE OF CAMERA,Type Of Analytics
Krishna urban,SN Puram,Fruit Market Junction,16.5228064,80.6288604,ANPR,ANPR - Free Flow
Krishna urban,Machavaram,TrendSet,16.4983781,80.6536508,FRS,FRS
Krishna urban,Machavaram,TrendSet,16.498611,80.6537051,FRS,FRS
Krishna urban,SN Puram,Anjaneyaswamy Temple (Near Rly. Station) BESIDE STADIUM 1,16.5181377,80.6230691,ANPR,ANPR - Free Flow
Krishna urban,SN Puram,Anjaneyaswamy Temple (Near Rly. Station) BESIDE STADIUM 1,16.518133,80.623053,ANPR,ANPR - Free Flow
Krishna urban,SN Puram,Anjaneyaswamy Temple (Near Rly. Station) BESIDE STADIUM 2,16.5181046,80.6230323,ANPR,ANPR - Free Flow
Krishna urban,SN Puram,Anjaneyaswamy Temple (Near Rly. Station) BESIDE STADIUM 2,16.518056,80.6231301,ANPR,ANPR - Free Flow
Krishna urban,SN Puram,Rly. DRM Office Jn.,16.5194163,80.6207974,ANPR,ANPR - Free Flow
Krishna urban,SN Puram,Rly. DRM Office Jn.,16.5193299,80.6208382,ANPR,ANPR - Free Flow
Krishna urban,SN Puram,Rly. DRM Office Jn.,16.5193952,80.6208241,ANPR,ANPR - Free Flow
Krishna urban,SN Puram,Rly. DRM Office Jn.,16.5192755,80.6208703,ANPR,ANPR - Free Flow
Krishna urban,SN Puram,Rly. DRM Office Jn.,16.5193143,80.620907,ANPR,ANPR - Free Flow
Krishna urban,SN Puram,Rly. DRM Office Jn.,16.5192688,80.6208364,ANPR,ANPR - Free Flow
Krishna urban,SN Puram,Seethanna Pet Gate Junction,16.5209738,80.6286415,RLVD,RLVD
Krishna urban,SN Puram,Seethanna Pet Gate Junction,16.5211332,80.6286416,RLVD,RLVD
Krishna urban,SN Puram,Seethanna Pet Gate Junction,16.5215781,80.6289716,RLVD,RLVD
Krishna urban,SN Puram,Seethanna Pet Gate Junction,16.5211204,80.6283079,RLVD,RLVD
Krishna urban,SN Puram,Seethanna Pet Gate Junction,16.5209775,80.6286425,ANPR,ANPR - RLVD supported
Krishna urban,SN Puram,Seethanna Pet Gate Junction,16.5210292,80.6286819,ANPR,ANPR - RLVD supported
Krishna urban,SN Puram,Seethanna Pet Gate Junction,16.5211504,80.6286851,ANPR,ANPR - RLVD supported
Krishna urban,SN Puram,Seethanna Pet Gate Junction,16.5212044,80.6287216,ANPR,ANPR - RLVD supported
Krishna urban,SN Puram,Seethanna Pet Gate Junction,16.521531,80.6290056,ANPR,ANPR - RLVD supported
Krishna urban,SN Puram,Seethanna Pet Gate Junction,16.5216475,80.6290056,ANPR,ANPR - RLVD supported
Krishna urban,SN Puram,Seethanna Pet Gate Junction,16.5209833,80.6280522,ANPR,ANPR - RLVD supported
Krishna urban,SN Puram,Seethanna Pet Gate Junction,16.52105,80.6280135,ANPR,ANPR - RLVD supported
Krishna urban,SN Puram,Sivaji Café Centre:1,16.5228952,80.6321589,ANALYTICS,Analytics - No Parking
Krishna urban,SN Puram,Sivaji Café Centre:2,16.522877,80.6321986,ANALYTICS,Analytics - No Parking
Krishna urban,SN Puram,Sivaji Café Centre:3,16.5228734,80.6321892,ANALYTICS,Analytics - No Parking
Krishna urban,SN Puram,Sivaji Café Centre:4,16.5228847,80.6321763,ANALYTICS,Analytics - No Parking
Krishna urban,SN Puram,Sivaji Café Centre:5,16.5228541,80.6322437,ANALYTICS,Analytics - No Parking
Krishna urban,SN Puram,Dharna Chowk,16.5156243,80.6273202,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,SN Puram,Dharna Chowk,16.515529,80.6273259,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,SN Puram,Dharna Chowk,16.5155169,80.6273179,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,SN Puram,Dharna Chowk,16.5155192,80.6273601,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,SN Puram,Dharna Chowk (RAILWAY STATION),16.5155263,80.6273566,FRS,FRS
Krishna urban,SN Puram,Dharna Chowk (RAILWAY STATION),16.5156035,80.6273503,FRS,FRS
Krishna urban,SN Puram,Dharna Chowk (RAILWAY STATION),16.5155408,80.6273541,FRS,FRS
Krishna urban,SN Puram,Dharna Chowk (RAILWAY STATION),16.5155442,80.6273759,FRS,FRS
Krishna urban,SN Puram,Dharna Chowk (RAILWAY STATION)Ticket counters,16.5155697,80.6273263,FRS,FRS
Krishna urban,SN Puram,Dharna Chowk (RAILWAY STATION)Ticket counters,16.5155956,80.6273501,FRS,FRS
Krishna urban,SN Puram,Dharna Chowk (RAILWAY STATION)Ticket counters,16.5155991,80.6273604,FRS,FRS
Krishna urban,SN Puram,Dharna Chowk (RAILWAY STATION)Ticket counters,16.515602,80.6273643,FRS,FRS
Krishna urban,SN Puram,Anjaneyaswamy Temple (Near Rly. Station) BESIDE STADIUM 1,16.5177392,80.6203067,ANALYTICS,Analytics - No Parking
Krishna urban,SN Puram,Anjaneyaswamy Temple (Near Rly. Station) BESIDE STADIUM 2,16.5168685,80.6194363,ANALYTICS,Analytics - No Parking
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.5195819,80.6197177,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.5188239,80.6199006,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.5187871,80.6199272,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.5188192,80.619888,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.5187527,80.619903,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.5187977,80.6198314,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.5187843,80.6198808,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.5187396,80.619884,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.518767,80.6198698,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.5187744,80.619853,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.518723,80.6198809,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (main &second Entrance/Ticket counters),16.5175515,80.6192962,FRS,FRS
Krishna urban,SN Puram,Dharna Chowk (RAILWAY STATION)Ticket counters,16.5183287,80.6198946,ANALYTICS,Analytics - Loitering
Krishna urban,SN Puram,Dharna Chowk (RAILWAY STATION)Ticket counters,16.5186969,80.6198931,ANALYTICS,Analytics - Loitering
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.5187397,80.6199228,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.5187075,80.6198453,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,SN Puram,Rail Way Station (Main Entrance/Ticket counters),16.5186906,80.6199119,ANALYTICS,Analytics - Abandoned Object
Krishna urban,SN Puram,Rail Way Station (main &second Entrance/Ticket counters),16.5188512,80.6203845,ANALYTICS,Analytics - Abandoned Object
Krishna urban,SN Puram,Rail Way Station (main &second Entrance/Ticket counters),16.5175314,80.6193034,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Second Entrance/Ticket counters),16.5175429,80.6193266,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Second Entrance/Ticket counters),16.5175551,80.6193264,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Second Entrance/Ticket counters),16.5175336,80.6193124,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Second Entrance/Ticket counters),16.5175309,80.6192911,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Second Entrance/Ticket counters),16.5158089,80.6183077,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Second Entrance/Ticket counters),16.5158103,80.6183432,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Second Entrance/Ticket counters),16.5158347,80.6183675,FRS,FRS
Krishna urban,SN Puram,Rail Way Station (Second Entrance/Ticket counters),16.5159982,80.6184548,ANALYTICS,Analytics - Abandoned Object
Krishna urban,SN Puram,Rail Way Station (Second Entrance/Ticket counters),16.5158211,80.61838,ANALYTICS,Analytics - Abandoned Object
Krishna urban,SN Puram,Rail Way Station (Second Entrance/Ticket counters),16.5174442,80.6192846,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,SN Puram,Rail Way Station (Second Entrance/Ticket counters),16.5174531,80.6192787,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,SN Puram,Prabas College Jn,16.5244311,80.6308366,PTZ,PTZ - General Surveillance
Krishna urban,SN Puram,Zymkana Ground Centre,16.5198756,80.62648,PTZ,PTZ - General Surveillance
Krishna urban,SN Puram,Rama Talkies Jn,16.5166585,80.6274366,PTZ,PTZ - General Surveillance
Krishna urban,SN Puram,Meeraz Theatre Road,16.5181022,80.6290547,PTZ,PTZ - General Surveillance
Krishna urban,SN Puram,Kedareswaripeta Centre,16.5253388,80.626085,PTZ,PTZ - General Surveillance
Krishna urban,SN Puram,Sivaji Café Centre,16.5229051,80.6321252,PTZ,PTZ - General Surveillance
Krishna urban,SN Puram,Inox Theatre Jn,16.5174953,80.631083,PTZ,PTZ - General Surveillance
Krishna urban,SN Puram,Srinagar Colony,16.5250714,80.6405602,PTZ,PTZ - General Surveillance
Krishna urban,SN Puram,"SBI Patiala jn, Sambamurthy Road",16.5187812,80.6373828,PTZ,PTZ - General Surveillance
Krishna urban,SN Puram,VHP Office,16.5231066,80.6354079,PTZ,PTZ - General Surveillance
Krishna urban,SN Puram,"RCM Church , Pejjonipeta",16.5226767,80.6246302,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,AS NAGAR PS,16.5360676,80.6291688,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,Budameru Jn.,16.5288494,80.6378904,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Budameru Jn.,16.5288158,80.6379205,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Budameru Jn.,16.5289653,80.6382034,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Budameru Jn.,16.5289678,80.6381428,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Budameru Jn.,16.5288176,80.6378244,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Budameru Jn.,16.5287386,80.6379818,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Andhra brabha colony & YSR Colony BRTS Road to New RR Peta,16.5356993,80.6265475,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Andhra brabha colony & YSR Colony BRTS Road to New RR Peta,16.5357105,80.6265844,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Andhra brabha colony & YSR Colony BRTS Road to New RR Peta,16.5356742,80.6265382,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Andhra brabha colony & YSR Colony BRTS Road to New RR Peta,16.5357113,80.6265656,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,YSR Colony Bridge to RR Peta Apartment Backside,16.5371166,80.6256992,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,YSR Colony Bridge to RR Peta Apartment Backside,16.537148,80.6257927,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,YSR Colony Bridge to RR Peta Apartment Backside,16.5370899,80.6257699,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Two Town Railway Track to New RR Peta,16.5322413,80.625478,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Two Town Railway Track to New RR Peta,16.5322606,80.625488,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Two Town Railway Track to New RR Peta,16.5322633,80.6255201,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Two Town Railway Track to New RR Peta,16.5322319,80.625496,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,Raghavendra Theatre to New RR Peta,16.5328031,80.6328879,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Raghavendra Theatre to New RR Peta,16.5328052,80.6328991,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Raghavendra Theatre to New RR Peta,16.5328103,80.6328814,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Paipula Road BRTS Road to New RR Peta,16.5395547,80.6323611,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Paipula Road BRTS Road to New RR Peta,16.539565,80.6323458,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Paipula Road BRTS Road to New RR Peta,16.5395834,80.6323443,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Paipula Road BRTS Road to New RR Peta,16.5395842,80.6323808,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Police Station Point new Bridge,16.5356162,80.6307289,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Police Station Point new Bridge,16.5355929,80.6305795,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Police Station Point new Bridge,16.5356055,80.6305588,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Police Station Point new Bridge,16.5356482,80.6307317,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,Vambay Colony main entrance near block no.H1:09,16.5406391,80.653083,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Vambay Colony main entrance near block no.H1:09,16.5406935,80.6530562,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Vambay Colony main entrance near block no.H1:09,16.5406626,80.6529652,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Vambay Colony main entrance near block no.H1:09,16.5406434,80.6529744,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Vambay Colony main entrance near block no.H1:09,16.540587,80.6530804,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,Vambay Colony backside of A:6 Block,16.5386129,80.6522619,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Vambay Colony backside of A:6 Block,16.5386069,80.6522852,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Vambay Colony backside of A:6 Block,16.5386469,80.6522742,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Dump yard road backside of railway site,16.5379607,80.6490823,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Dump yard road backside of railway site,16.5379652,80.6490869,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Dump yard road backside of railway site,16.5380672,80.6491068,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Dump yard road backside of railway site,16.5380579,80.6491534,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Electrical near railway line,16.5351705,80.6481977,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,Electrical near railway line,16.5350867,80.6481765,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Electrical near railway line,16.5351597,80.6482235,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Electrical near railway line,16.5351939,80.648226,FIXED,Fixed - General Surveillance
Krishna urban,AS Nagar,Backside of Block GF:7 near railway line,16.5372439,80.6563954,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Backside of Block GF:7 near railway line,16.5372498,80.6564088,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Backside of Block GF:7 near railway line,16.5372438,80.6564193,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Disneyland entrance (Vambay colony ending),16.5400093,80.6556531,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Disneyland entrance (Vambay colony ending),16.540014,80.6556311,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Disneyland entrance (Vambay colony ending),16.540031,80.6556747,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,Andhra brabha colony & YSR Colony BRTS Road to New RR Peta,16.5421193,80.6379351,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Andhra brabha colony & YSR Colony BRTS Road to New RR Peta,16.5421412,80.6379403,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Andhra brabha colony & YSR Colony BRTS Road to New RR Peta,16.542586,80.6376241,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Andhra brabha colony & YSR Colony BRTS Road to New RR Peta,16.5425717,80.6375939,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Andhra brabha colony & YSR Colony BRTS Road to New RR Peta,16.5417436,80.6372383,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Andhra brabha colony & YSR Colony BRTS Road to New RR Peta,16.5416413,80.6373453,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Dabakotlu Center,16.5381589,80.6367112,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Dabakotlu Center,16.537421,80.6365228,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Dabakotlu Center,16.5374155,80.6365211,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Dabakotlu Center,16.5372675,80.6364184,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Dabakotlu Center,16.5376608,80.6371466,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Dabakotlu Center,16.5377359,80.6371755,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Dabakotlu Center,16.5381433,80.6366001,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Dabakotlu Center,16.5381742,80.6366704,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Dabakotlu Center,16.5380251,80.636128,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Dabakotlu Center,16.5380516,80.6361738,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Dabakotlu Center,16.5372756,80.6364096,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Dabakotlu Center,16.5372991,80.6363782,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Prabash College Jn.,16.5247074,80.6311868,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Prabash College Jn.,16.524766,80.6311804,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Prabash College Jn.,16.5247522,80.6311956,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Prabash College Jn.,16.5242267,80.6303563,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Prabash College Jn.,16.5241672,80.630374,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Prabash College Jn.,16.5241916,80.6303517,ANPR,ANPR - Free Flow
Krishna urban,AS Nagar,Paipula Road Junction,16.5448472,80.6433055,RLVD,RLVD
Krishna urban,AS Nagar,Paipula Road Junction,16.5447048,80.6439805,RLVD,RLVD
Krishna urban,AS Nagar,Paipula Road Junction,16.5442815,80.6437932,RLVD,RLVD
Krishna urban,AS Nagar,Paipula Road Junction,16.5442684,80.643148,RLVD,RLVD
Krishna urban,AS Nagar,Paipula Road Junction,16.5447888,80.643221,ANPR,ANPR - RLVD supported
Krishna urban,AS Nagar,Paipula Road Junction,16.5449504,80.6432474,ANPR,ANPR - RLVD supported
Krishna urban,AS Nagar,Paipula Road Junction,16.5447439,80.6440736,ANPR,ANPR - RLVD supported
Krishna urban,AS Nagar,Paipula Road Junction,16.5446415,80.6441175,ANPR,ANPR - RLVD supported
Krishna urban,AS Nagar,Paipula Road Junction,16.5442899,80.6437734,ANPR,ANPR - RLVD supported
Krishna urban,AS Nagar,Paipula Road Junction,16.5442493,80.6437947,ANPR,ANPR - RLVD supported
Krishna urban,AS Nagar,Paipula Road Junction,16.5443271,80.6431591,ANPR,ANPR - RLVD supported
Krishna urban,AS Nagar,Paipula Road Junction,16.5444492,80.6431369,ANPR,ANPR - RLVD supported
Krishna urban,AS Nagar,"Pipula Road junction, AS Nagar",16.5443739,80.6438095,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,"Pipula Road junction, AS Nagar",16.5443754,80.6438295,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,"Pipula Road junction, AS Nagar",16.5443884,80.6438587,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,"Pipula Road junction, AS Nagar",16.5444029,80.6438707,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Krishna hotel Road junction,16.5402877,80.6419228,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Krishna hotel Road junction,16.5402876,80.6419291,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Krishna hotel Road junction,16.5402956,80.6419168,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Krishna hotel Road junction,16.5403331,80.6419012,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Madhura Nagar bridge (End of Devi Nagar),16.5313933,80.64766,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,Ganganamma temple Center (Singh Nagar),16.5382685,80.6413501,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,Luna Center,16.5351492,80.6374354,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,Lenin Center,16.5357835,80.6416419,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,Nandamuri Nagar (Y.S.R Road Near Annapurna bar),16.5478326,80.6386823,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,Tejaswani Bar Center (New RR Peta),16.5327966,80.6265122,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,New RR Peta Police Station entrance Road,16.5355974,80.6305953,PTZ,PTZ - General Surveillance
Krishna urban,AS Nagar,"Akkamma T Stall Centre, New RR Peta",16.5348539,80.6288377,PTZ,PTZ - General Surveillance
Krishna urban,Nunna,Nunna PS,16.5470079,80.6492773,PTZ,PTZ - General Surveillance
Krishna urban,Nunna,Backside of Block H1:7 & 8 & 9,16.5418806,80.6536832,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,Nunna,Backside of Block H1:7 & 8 & 9,16.5419353,80.6536678,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,Nunna,Backside of Block H1:7 & 8 & 9,16.5408673,80.6532625,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,Nunna,Kandrika Junction,16.5486326,80.6550807,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,Nunna,Kandrika Junction,16.548642,80.6551111,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,Nunna,Kandrika Junction,16.5488825,80.6554094,PTZ,PTZ - General Surveillance
Krishna urban,Nunna,Kandrika Junction,16.5485879,80.6555378,RLVD,RLVD
Krishna urban,Nunna,Kandrika Junction,16.5487487,80.654925,RLVD,RLVD
Krishna urban,Nunna,Kandrika Junction,16.5491918,80.6553555,RLVD,RLVD
Krishna urban,Nunna,Kandrika Junction,16.5488937,80.6555187,RLVD,RLVD
Krishna urban,Nunna,Kandrika Junction,16.5485272,80.6554123,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,Kandrika Junction,16.5484803,80.6553358,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,Kandrika Junction,16.548723,80.6549566,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,Kandrika Junction,16.5487479,80.6549509,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,Kandrika Junction,16.5492065,80.6553632,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,Kandrika Junction,16.549204,80.6554836,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,Kandrika Junction,16.5489212,80.6555406,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,Kandrika Junction,16.54889,80.6555932,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,Prakash Nagar ATMs,16.5463548,80.6474487,ANALYTICS,Analytics - Loitering
Krishna urban,Nunna,Prakash Nagar ATMs,16.5463504,80.6474743,ANALYTICS,Analytics - Loitering
Krishna urban,Nunna,Prakash Nagar ATMs,16.5462092,80.6474338,ANALYTICS,Analytics - Loitering
Krishna urban,Nunna,"ATM Centre, Nunna",16.5792335,80.6847764,ANALYTICS,Analytics - Loitering
Krishna urban,Nunna,"ATM Centre, Nunna",16.5791866,80.6847131,ANALYTICS,Analytics - Loitering
Krishna urban,Nunna,"Paipula Road Jn., Nunna",16.5448498,80.6439629,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,Nunna,"Paipula Road Jn., Nunna",16.5448214,80.6440093,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,Nunna,Prakash Nagar Jn.,16.5459813,80.6466886,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,Nunna,Prakash Nagar Jn.,16.5459343,80.6466567,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,Nunna,"Power Grid, Nunna",16.5647644,80.6771382,PTZ,PTZ - General Surveillance
Krishna urban,Nunna,Chikisha Hospital Junction,16.5488334,80.6551267,PTZ,PTZ - General Surveillance
Krishna urban,Nunna,"C Block, Vambay Colony",16.5380549,80.6544166,PTZ,PTZ - General Surveillance
Krishna urban,Nunna,"H Block, Vambay Colony",16.5409816,80.6545955,PTZ,PTZ - General Surveillance
Krishna urban,Nunna,Vaddera Colony:VUDA Colony Jn.,16.5564744,80.6490717,PTZ,PTZ - General Surveillance
Krishna urban,Nunna,"High School Centre, Vambay Clny",16.5367658,80.6530719,PTZ,PTZ - General Surveillance
Krishna urban,Machavaram,Machavaram PS,16.5131717,80.6618876,PTZ,PTZ - General Surveillance
Krishna urban,Machavaram,Chuttugunta Jn.,16.5168132,80.6432388,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,Machavaram,Chuttugunta Jn.,16.5168086,80.6432971,ANALYTICS,Analytics - Crowd Gathering
Krishna urban,AS Nagar,Ayodyanagar arch,16.5269647,80.6339839,RLVD,RLVD
Krishna urban,Nunna,Cheruvu centre,16.5771341,80.6841898,RLVD,RLVD
Krishna urban,Nunna,kotakatta centre,16.5797009,80.6858079,RLVD,RLVD
Krishna urban,Nunna,A Block vambay colony,16.5401601,80.6528234,RLVD,RLVD
Krishna urban,AS Nagar,Ayodyanagar arch,16.5269556,80.6339658,ANPR,ANPR - RLVD supported
Krishna urban,AS Nagar,Ayodyanagar arch,16.5269386,80.6340125,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,Cheruvu centre,16.5771087,80.6841822,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,Cheruvu centre,16.577079,80.6842153,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,kotakatta centre,16.5797144,80.6858123,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,kotakatta centre,16.5796588,80.685857,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,A Block vambay colony,16.5401423,80.6528347,ANPR,ANPR - RLVD supported
Krishna urban,Nunna,A Block vambay colony,16.5401355,80.652818,ANPR,ANPR - Free Flow
Krishna urban,Machavaram,Padavalarevu Jn.,16.5244371,80.6583977,RLVD,RLVD
Krishna urban,Machavaram,Padavalarevu Jn.,16.5248034,80.6574693,RLVD,RLVD
Krishna urban,Machavaram,Padavalarevu Jn.,16.5252258,80.6575554,RLVD,RLVD
Krishna urban,Machavaram,Padavalarevu Jn.,16.524809,80.6574277,ANPR,ANPR - RLVD supported
Krishna urban,Machavaram,Padavalarevu Jn.,16.5244088,80.658416,ANPR,ANPR - RLVD supported
Krishna urban,Machavaram,Padavalarevu Jn.,16.5243891,80.6584645,ANPR,ANPR - RLVD supported
Krishna urban,Machavaram,Padavalarevu Jn.,16.5248676,80.6573855,ANPR,ANPR - RLVD supported
